espn_id,name,team,position,points,bye,pass_yds,pass_tds,rec,rec_yds,rec_tds,rush_yds,rush_tds
2560734,Troy Fumagalli,DEN,TE,17,10,NA,NA,9,78,0,0,0
2560915,Mark Walton,MIA,RB,17,5,NA,NA,4,23,0,82,0
2543759,Ryan Grant,OAK,WR,47,6,NA,NA,21,226,1,1,0
2561224,Keith Kirkwood,NO,WR,47,9,NA,NA,17,218,1,0,0
2553743,Rod Smith,NYG,RB,17,11,NA,NA,4,29,0,71,0
2561099,Mike Boone,MIN,RB,17,12,NA,NA,3,19,0,95,0
2556118,Dwayne Washington,NO,RB,17,9,NA,NA,0,2,0,142,0
2562805,Preston Williams,MIA,WR,47,5,NA,NA,14,255,1,1,0
2495340,Anthony Sherman,KC,RB,16,12,NA,NA,6,60,1,6,0
2561146,Boston Scott,PHI,RB,16,10,NA,NA,6,45,0,31,0
2552647,Marcus Murphy,BUF,RB,15,6,NA,NA,4,9,0,106,0
2562654,Zach Gentry,PIT,TE,15,7,NA,NA,6,62,0,0,0
2562292,Gary Jennings,SEA,WR,45,11,NA,NA,16,211,1,2,0
2556365,Seth DeValve,CLE,TE,14,7,NA,NA,5,68,0,0,0
2553728,Raheem Mostert,SF,RB,14,4,NA,NA,2,10,0,95,0
2562307,Alize Mack,NO,TE,14,9,NA,NA,6,53,0,0,0
2562740,Kaden Smith,SF,TE,14,4,NA,NA,5,57,0,0,0
2556463,Stephen Anderson,NE,TE,14,10,NA,NA,5,65,0,0,0
2562691,Isaac Nauta,DET,TE,14,5,NA,NA,6,52,0,0,0
2495888,Marcedes Lewis,GB,TE,13,11,NA,NA,5,59,0,0,0
2553432,Kevin White,ARI,WR,44,12,NA,NA,15,194,2,0,0
2532887,Jermaine Kearse,DET,WR,44,5,NA,NA,19,188,1,0,0
2559270,Robert Tonyan,GB,TE,13,11,NA,NA,4,67,0,0,0
2561027,Tyler Conklin,MIN,TE,13,12,NA,NA,5,59,0,0,0
2559263,Tyrone Swoopes,FA,TE,12,NA,NA,NA,4,53,0,0,0
2558049,Michael Roberts,FA,TE,12,NA,NA,NA,4,45,1,0,0
2557033,Garrett Griffin,NO,TE,12,9,NA,NA,4,33,1,0,0
2539303,Zach Line,NO,RB,12,9,NA,NA,4,21,1,29,0
2530700,Dontrelle Inman,NE,WR,43,10,NA,NA,15,190,1,0,0
2541966,Jaron Brown,SEA,WR,43,11,NA,NA,10,217,2,0,0
2562600,Trayveon Williams,CIN,RB,12,9,NA,NA,3,21,0,57,0
2495331,Aldrick Robinson,CAR,WR,42,7,NA,NA,11,149,3,0,0
2562409,Devine Ozigbo,NO,RB,12,9,NA,NA,2,4,1,52,0
2555432,Andy Janovich,DEN,RB,12,10,NA,NA,5,48,0,4,0
71269,Michael Crabtree,FA,WR,42,NA,NA,NA,18,192,1,0,0
2553451,Neal Sterling,KC,TE,11,12,NA,NA,5,41,0,0,0
2559325,Trey Edmunds,PIT,RB,11,7,NA,NA,0,4,0,47,1
2558273,T.J. Logan,ARI,RB,11,12,NA,NA,5,33,0,20,0
2562402,Bruce Anderson,TB,RB,11,7,NA,NA,4,30,0,34,0
2555460,Paul Perkins,NYG,RB,10,11,NA,NA,2,13,0,62,0
2553548,Jake Kumerow,GB,WR,40,11,NA,NA,10,224,1,1,0
2562466,JJ Arcega-Whiteside,PHI,WR,40,10,NA,NA,10,210,1,0,0
2556762,Elijhaa Penny,NYG,RB,10,11,NA,NA,5,37,0,14,0
2556528,D.J. Foster,ARI,RB,10,12,NA,NA,4,35,0,13,0
2559044,Antony Auclair,TB,TE,9,7,NA,NA,4,40,0,0,0
2561330,Jordan Franks,CIN,TE,9,9,NA,NA,3,41,0,0,0
2541544,Benny Cunningham,FA,RB,10,NA,NA,NA,4,31,0,23,0
2543767,Logan Thomas,DET,TE,9,5,NA,NA,4,40,0,0,0
2552622,Chris Manhertz,CAR,TE,9,7,NA,NA,3,44,0,0,0
2558877,Zach Pascal,IND,WR,40,6,NA,NA,16,191,1,6,0
2495459,Torrey Smith,CAR,WR,39,7,NA,NA,14,195,1,1,0
2557885,Jordan Leggett,TB,TE,8,7,NA,NA,4,40,0,0,0
2552631,Javorius Allen,FA,RB,9,NA,NA,NA,2,13,0,30,0
2552418,Justin Hardy,ATL,WR,39,9,NA,NA,14,160,1,0,0
2559163,Justin Davis,LAR,RB,9,9,NA,NA,0,2,0,63,0
2556803,C.J. Ham,MIN,RB,8,12,NA,NA,4,28,0,10,0
2557886,Jeremy Sprinkle,WAS,TE,8,10,NA,NA,3,28,0,0,0
2552374,Ameer Abdullah,MIN,RB,8,12,NA,NA,3,27,0,12,0
2559147,Billy Brown,IND,TE,7,6,NA,NA,3,43,0,0,0
2550405,Erik Swoope,FA,TE,7,NA,NA,NA,1,15,1,0,0
2530763,Patrick DiMarco,BUF,RB,7,6,NA,NA,4,33,0,2,0
2555317,Tajae Sharpe,TEN,WR,38,11,NA,NA,15,176,1,3,0
2555311,Jerell Adams,HOU,TE,7,10,NA,NA,3,36,0,0,0
2550289,David Fluellen,TEN,RB,7,11,NA,NA,2,16,0,26,0
2539336,Tavon Austin,DAL,WR,37,8,NA,NA,12,133,1,60,0
2539336,Tavon Austin,DAL,WR,37,8,NA,NA,12,133,1,60,0
2550353,Allen Hurns,MIA,WR,37,5,NA,NA,13,183,1,0,0
2558023,Eric Saubert,NE,TE,6,10,NA,NA,3,30,0,0,0
2562287,Jalen Hurd,SF,WR,37,4,NA,NA,9,196,1,21,0
2560880,Durham Smythe,MIA,TE,6,5,NA,NA,3,28,0,0,0
2556478,Ben Braunecker,CHI,TE,6,6,NA,NA,2,28,0,0,0
2543683,Austin Seferian-Jenkins,FA,TE,6,NA,NA,NA,3,25,0,0,0
2555306,David Morgan,MIN,TE,6,12,NA,NA,3,27,0,0,0
2561382,Detrez Newsome,LAC,RB,6,12,NA,NA,0,2,0,55,0
2560751,Ryan Izzo,NE,TE,6,10,NA,NA,3,28,0,0,0
2495262,Nick Bellore,SEA,RB,6,11,NA,NA,3,21,0,1,0
2495467,Taiwan Jones,HOU,RB,5,10,NA,NA,2,24,0,0,0
2558833,Alexander Armah,CAR,RB,5,7,NA,NA,1,5,0,10,0
2550235,Roosevelt Nix,PIT,RB,5,7,NA,NA,3,17,0,1,0
2540225,Tommy Bohanon,GB,RB,5,11,NA,NA,2,17,0,1,0
2562293,Ty Johnson,DET,RB,4,5,NA,NA,1,3,0,35,0
2556411,Josh Ferguson,HOU,RB,4,10,NA,NA,2,13,0,15,0
2560972,Nick Bawden,DET,RB,4,5,NA,NA,2,12,0,2,0
2559033,Ricky Ortiz,ATL,RB,4,9,NA,NA,2,14,0,1,0
2536044,Jamize Olawale,DAL,RB,4,8,NA,NA,2,16,0,2,0
2553900,Daniel Brown,NYJ,TE,4,4,NA,NA,1,18,0,0,0
2553502,DeAndre Carter,HOU,WR,34,10,NA,NA,15,167,0,4,0
2561060,Ross Dwelley,SF,TE,4,4,NA,NA,1,17,0,0,0
2559161,Sean Culkin,LAC,TE,3,12,NA,NA,1,16,0,0,0
2561293,Deon Yelder,KC,TE,3,12,NA,NA,1,12,0,0,0
2556375,Rico Gathers,CLE,TE,3,7,NA,NA,1,13,0,0,0
2550400,Keith Smith,OAK,RB,4,6,NA,NA,2,11,0,0,0
2557850,DeAngelo Henderson,MIN,RB,3,12,NA,NA,0,5,0,14,0
2539289,Kenjon Barner,ATL,RB,3,9,NA,NA,0,5,0,25,0
2533047,Orson Charles,FA,TE,3,NA,NA,NA,2,13,0,0,0
2558875,Johnny Mundt,LAR,TE,3,9,NA,NA,1,10,0,0,0
2555220,Derek Watt,LAC,RB,3,12,NA,NA,1,6,0,7,0
2552397,Clive Walford,MIA,TE,2,5,NA,NA,1,9,0,0,0
2559880,Keith Ford,GB,RB,2,11,NA,NA,1,5,0,12,0
2563327,D'Ernest Johnson,CLE,RB,2,7,NA,NA,1,11,0,0,0
2552396,Ben Koyack,JAC,TE,1,10,NA,NA,1,4,0,0,0
2558886,Darrell Daniels,ARI,TE,1,12,NA,NA,0,5,0,0,0
2553554,Matt Lengel,FA,TE,1,NA,NA,NA,0,4,0,0,0
2562777,Trevon Wesco,NYJ,TE,1,4,NA,NA,0,6,0,0,0
2560051,Justin Watson,TB,WR,32,7,NA,NA,13,160,1,2,0
2556444,Joshua Perkins,PHI,TE,1,10,NA,NA,0,6,0,0,0
2561468,De'Lance Turner,BAL,RB,2,8,NA,NA,1,2,0,5,0
71435,John Phillips,FA,TE,1,NA,NA,NA,0,6,0,0,0
2560961,Marcell Ateman,OAK,WR,32,6,NA,NA,12,156,1,0,0
2540259,MarQueis Gray,FA,TE,1,NA,NA,NA,0,2,0,3,0
2554630,Ross Travis,IND,TE,1,6,NA,NA,0,4,0,0,0
2555234,Tyler Ervin,BAL,RB,1,8,NA,NA,0,3,0,3,0
2558011,Bucky Hodges,PIT,TE,0,7,NA,NA,0,2,0,0,0
2553733,Thomas Rawls,JAC,RB,1,10,NA,NA,0,0,0,9,0
2558864,Mason Schreck,CIN,TE,0,9,NA,NA,0,1,0,0,0
2562626,Andrew Beck,NE,TE,0,10,NA,NA,0,1,0,0,0
2556737,Alex Ellis,PHI,TE,0,10,NA,NA,0,1,0,0,0
2561291,Shaun Wilson,WAS,RB,1,10,NA,NA,0,0,0,6,0
2556454,Brandon Wilds,SF,RB,0,4,NA,NA,0,0,0,5,0
2550206,Ryan Hewitt,TEN,TE,0,11,NA,NA,0,0,0,0,0
2552431,Vince Mayle,LAC,TE,0,12,NA,NA,0,0,0,0,0
2553658,Gabe Holmes,IND,TE,0,6,NA,NA,0,0,0,0,0
2553830,Will Tye,PHI,TE,0,10,NA,NA,0,0,0,0,0
2555486,Temarrick Hemingway,CAR,TE,0,7,NA,NA,0,0,0,0,0
2556261,Moritz Boehringer,FA,TE,0,NA,NA,NA,0,0,0,0,0
2556494,Kyle Carter,FA,TE,0,NA,NA,NA,0,0,0,0,0
2556700,Jason Vander Laan,CAR,TE,0,7,NA,NA,0,0,0,0,0
2556708,Cole Wick,TEN,TE,0,11,NA,NA,0,0,0,0,0
2556900,Austin Traylor,FA,TE,0,NA,NA,NA,0,0,0,0,0
2558889,Bug Howard,FA,TE,0,NA,NA,NA,0,0,0,0,0
2558929,Cethan Carter,CIN,TE,0,9,NA,NA,0,0,0,0,0
2558953,Cole Hikutini,MIN,TE,0,12,NA,NA,0,0,0,0,0
2559018,Pharaoh Brown,CLE,TE,0,7,NA,NA,0,0,0,0,0
2559254,Shane Smith,FA,TE,0,NA,NA,NA,NA,NA,NA,NA,NA
2559299,Evan Baylis,GB,TE,0,11,NA,NA,0,0,0,0,0
2561346,Cole Hunt,CAR,TE,0,7,NA,NA,0,0,0,0,0
2562394,Donald Parham,WAS,TE,0,10,NA,NA,0,0,0,0,0
2563037,Austin Fort,DEN,TE,0,10,NA,NA,0,0,0,0,0
2558861,Khalfani Muhammad,DEN,RB,0,10,NA,NA,0,1,0,3,0
2557977,Jeremy McNichols,TEN,RB,0,11,NA,NA,0,0,0,3,0
2562664,Elijah Holyfield,CAR,RB,0,7,NA,NA,0,1,0,0,0
2562665,Travis Homer,SEA,RB,0,11,NA,NA,0,0,0,1,0
2556801,Kenneth Farrow,MIA,RB,0,5,NA,NA,0,0,0,1,0
2556414,Rob Kelley,FA,RB,0,NA,NA,NA,0,0,0,0,0
2556415,Joe Kerridge,FA,RB,0,NA,NA,NA,0,0,0,0,0
497149,LeGarrette Blount,FA,RB,0,NA,NA,NA,0,0,0,0,0
2507999,Chris Ivory,FA,RB,0,NA,NA,NA,0,0,0,0,0
2534871,Derrick Coleman,FA,RB,0,NA,NA,NA,0,0,0,0,0
2539980,Kerwynn Williams,NO,RB,0,9,NA,NA,0,0,0,0,0
2543603,Jeremy Hill,FA,RB,0,NA,NA,NA,0,0,0,0,0
2550189,Isaiah Crowell,OAK,RB,0,6,NA,NA,0,0,0,0,0
2550542,Kapri Bibbs,FA,RB,0,NA,NA,NA,0,0,0,0,0
2550633,Senorise Perry,BUF,RB,0,6,NA,NA,0,0,0,0,0
2552379,Jeremy Langford,FA,RB,0,NA,NA,NA,0,0,0,0,0
2552636,Michael Burton,NO,RB,0,9,NA,NA,0,0,0,0,0
2553446,Malcolm Johnson,FA,RB,0,NA,NA,NA,0,0,0,0,0
2553650,Corey Grant,FA,RB,0,NA,NA,NA,0,0,0,0,0
2553660,Akeem Hunt,FA,RB,0,NA,NA,NA,0,0,0,0,0
2553867,Mack Brown,FA,RB,0,NA,NA,NA,0,0,0,0,0
2555218,Dan Vitale,GB,RB,0,11,NA,NA,0,0,0,0,0
2556603,Tre Madden,SEA,RB,0,11,NA,NA,0,0,0,0,0
2556841,Byron Marshall,WAS,RB,0,10,NA,NA,0,0,0,0,0
2557531,Troymaine Pope,LAC,RB,0,12,NA,NA,0,0,0,0,0
2557987,Matthew Dayes,NO,RB,0,9,NA,NA,0,0,0,0,0
2558837,Devante Mays,JAC,RB,0,10,NA,NA,0,0,0,0,0
2558850,Donnel Pumphrey,PHI,RB,0,10,NA,NA,0,0,0,0,0
2558975,Taquan Mizzell,CHI,RB,0,6,NA,NA,0,0,0,0,0
2558990,Patrick Ricard,BAL,RB,0,8,NA,NA,0,0,0,0,0
2559254,Shane Smith,FA,RB,0,NA,NA,NA,NA,NA,NA,NA,NA
2560727,Quinton Flowers,CIN,RB,0,9,NA,NA,0,0,0,0,0
2560817,Ryan Nall,CHI,RB,0,6,NA,NA,0,0,0,0,0
2560865,Bo Scarbrough,SEA,RB,0,11,NA,NA,0,0,0,0,0
2560898,Roc Thomas,JAC,RB,0,10,NA,NA,0,0,0,0,0
2561152,David Williams,DEN,RB,0,10,NA,NA,0,0,0,0,0
2561344,Buddy Howell,HOU,RB,0,10,NA,NA,0,0,0,0,0
2561419,Ralph Webb,PIT,RB,0,7,NA,NA,0,0,0,0,0
2561467,Mark Thompson,DET,RB,0,5,NA,NA,0,0,0,0,0
2561524,Dalyn Dawkins,TEN,RB,0,11,NA,NA,0,0,0,0,0
2562831,Wes Hills,ARI,RB,0,12,NA,NA,0,0,0,0,0
2562838,Marcus Green,ATL,RB,0,9,NA,NA,0,0,0,0,0
2562896,Christian Wade,BUF,RB,0,6,NA,NA,0,0,0,0,0
2562906,Cullen Gillaspia,HOU,RB,0,10,NA,NA,0,0,0,0,0
2562941,Darrin Hall,GB,RB,0,11,NA,NA,0,0,0,0,0
2562959,Chandler Cox,MIA,RB,0,5,NA,NA,0,0,0,0,0
2562974,Jeremy Cox,LAC,RB,0,12,NA,NA,0,0,0,0,0
2563040,Devontae Jackson,DEN,RB,0,10,NA,NA,0,0,0,0,0
2563062,Jon Hilliman,NYG,RB,0,11,NA,NA,0,0,0,0,0
2556493,Tra Carson,GB,RB,0,11,NA,NA,0,0,0,0,0
2555227,Jonathan Williams,IND,RB,0,6,NA,NA,0,0,0,-1,0
2562830,Kerrith Whyte,CHI,RB,0,6,NA,NA,0,0,0,0,0
2559362,Dare Ogunbowale,TB,RB,0,7,NA,NA,0,0,0,-1,0
2558113,Elijah Hood,CAR,RB,0,7,NA,NA,0,0,0,-1,0
2556519,Alex Erickson,CIN,WR,29,9,NA,NA,13,134,0,8,0
2541944,Russell Shepard,NYG,WR,29,11,NA,NA,10,135,1,0,0
2562674,Diontae Johnson,PIT,WR,28,7,NA,NA,8,197,0,2,0
2561061,Russell Gage,ATL,WR,26,9,NA,NA,10,113,1,0,0
2550198,Bennie Fowler,NYG,WR,26,11,NA,NA,10,122,1,0,0
2552656,J.J. Nelson,OAK,WR,25,6,NA,NA,8,113,1,11,0
2562577,Kelvin Harmon,WAS,WR,23,10,NA,NA,9,116,0,0,0
2556592,Roger Lewis,IND,WR,23,6,NA,NA,9,117,0,0,0
